params,train_final_btc,test_final_btc,turns_test,fees_btc,turnover_btc,score,gen_gap,robust_score
"{'trend_kind': 'sma', 'trend_lookback': 200, 'flip_band_entry': 0.018207332553308295, 'flip_band_exit': 0.005508338671686919, 'vol_window': 60, 'vol_adapt_k': 0.0, 'target_vol': 0.5, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 240, 'step_allocation': 0.33, 'max_position': 1.0, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 60, 'gate_roc_threshold': 0.0}",1.0878272533675184,1.0,4212.0,0.0,0.0,1.0,0.0878272533675184,-9.56073953867863
"{'trend_kind': 'roc', 'trend_lookback': 300, 'flip_band_entry': 0.045080784878637405, 'flip_band_exit': 0.011765652077954963, 'vol_window': 45, 'vol_adapt_k': 0.0075, 'target_vol': 0.3, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 240, 'step_allocation': 1.0, 'max_position': 0.8, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 60, 'gate_roc_threshold': 0.01}",1.053325538238195,1.0,742.0,0.0,0.0,1.0,0.05332553823819497,-0.8736639383833682
"{'trend_kind': 'sma', 'trend_lookback': 120, 'flip_band_entry': 0.0219445097663546, 'flip_band_exit': 0.005119566981824434, 'vol_window': 60, 'vol_adapt_k': 0.005, 'target_vol': 0.6, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 180, 'step_allocation': 0.33, 'max_position': 1.0, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.01}",0.9790934330837592,1.0,5421.0,0.0,0.0,1.0,-0.02090656691624082,-12.5525
"{'trend_kind': 'sma', 'trend_lookback': 160, 'flip_band_entry': 0.012301301920278052, 'flip_band_exit': 0.00796111035105411, 'vol_window': 90, 'vol_adapt_k': 0.005, 'target_vol': 0.4, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 180, 'step_allocation': 1.0, 'max_position': 1.0, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.01}",0.9613322646254814,1.0,1752.0,0.0,0.0,1.0,-0.03866773537451862,-3.38
"{'trend_kind': 'roc', 'trend_lookback': 160, 'flip_band_entry': 0.029447975957846616, 'flip_band_exit': 0.005667862209382536, 'vol_window': 45, 'vol_adapt_k': 0.0025, 'target_vol': 0.4, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 120, 'step_allocation': 1.0, 'max_position': 0.6, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.0}",1.04901296722236,1.0,1602.0,0.0,0.0,1.0,0.04901296722236004,-3.022154538527826
"{'trend_kind': 'roc', 'trend_lookback': 300, 'flip_band_entry': 0.028615839861755192, 'flip_band_exit': 0.012515544176368474, 'vol_window': 45, 'vol_adapt_k': 0.0075, 'target_vol': 0.3, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 180, 'step_allocation': 0.66, 'max_position': 0.8, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 60, 'gate_roc_threshold': 0.01}",1.0583076479182414,1.0,742.0,0.0,0.0,1.0,0.05830764791824139,-0.8754076767713844
"{'trend_kind': 'roc', 'trend_lookback': 200, 'flip_band_entry': 0.04450329727093928, 'flip_band_exit': 0.008063741962647232, 'vol_window': 60, 'vol_adapt_k': 0.0075, 'target_vol': 0.5, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 240, 'step_allocation': 0.33, 'max_position': 0.6, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.0}",1.008632399051726,1.0,1734.0,0.0,0.0,1.0,0.00863239905172608,-3.338021339668104
"{'trend_kind': 'roc', 'trend_lookback': 120, 'flip_band_entry': 0.04014025441247662, 'flip_band_exit': 0.022768344035991633, 'vol_window': 90, 'vol_adapt_k': 0.005, 'target_vol': 0.4, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 240, 'step_allocation': 1.0, 'max_position': 1.0, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 30, 'gate_roc_threshold': 0.02}",1.0870850113724324,1.0,1752.0,0.0,0.0,1.0,0.08708501137243241,-3.410479753980351
"{'trend_kind': 'sma', 'trend_lookback': 120, 'flip_band_entry': 0.03625642416487463, 'flip_band_exit': 0.006154732898316027, 'vol_window': 60, 'vol_adapt_k': 0.005, 'target_vol': 0.3, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 120, 'step_allocation': 1.0, 'max_position': 0.6, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 30, 'gate_roc_threshold': 0.02}",1.0538930314379507,1.0,441.0,0.0,0.0,1.0,0.053893031437950656,-0.12136256100328277
"{'trend_kind': 'sma', 'trend_lookback': 200, 'flip_band_entry': 0.012277213840698766, 'flip_band_exit': 0.01919315082907982, 'vol_window': 45, 'vol_adapt_k': 0.0025, 'target_vol': 0.6, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 60, 'step_allocation': 0.5, 'max_position': 0.6, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.02}",0.9529767730011351,1.0,1431.0,0.0,0.0,1.0,-0.04702322699886485,-2.5775
"{'trend_kind': 'sma', 'trend_lookback': 200, 'flip_band_entry': 0.03672008359330277, 'flip_band_exit': 0.013765576580278174, 'vol_window': 90, 'vol_adapt_k': 0.0075, 'target_vol': 0.6, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 120, 'step_allocation': 0.5, 'max_position': 1.0, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 30, 'gate_roc_threshold': 0.0}",1.0057920574253214,1.0,5805.0,0.0,0.0,1.0,0.005792057425321406,-13.514527220098861
"{'trend_kind': 'sma', 'trend_lookback': 120, 'flip_band_entry': 0.02755053137679022, 'flip_band_exit': 0.029127485716285772, 'vol_window': 60, 'vol_adapt_k': 0.0025, 'target_vol': 0.5, 'min_mult': 0.5, 'max_mult': 1.5, 'cooldown_minutes': 240, 'step_allocation': 1.0, 'max_position': 0.6, 'rebalance_threshold_w': 0.0, 'min_trade_btc': 0.0, 'gate_window_days': 90, 'gate_roc_threshold': 0.02}",0.9767095126057241,1.0,1734.0,0.0,0.0,1.0,-0.02329048739427586,-3.335
