__family,mean_test_btc,mean_train_btc,fees,turnover,turns,n,std_test,score
"(0.0247, 0.0175, 120, 120, 1.0)",1.0991992231611474,2.3608959387162862,0.0744368827956493,132.33223608115435,843.0,1,,-65.14135570021168
"(0.0387, 0.0125, 240, 180, 0.5)",1.2515340814464615,0.989670686225008,0.074826526371869,133.02493577221068,1283.0,1,,-65.33576033103076
"(0.0463, 0.0066, 160, 180, 0.66)",1.145167839506679,2.759511100985189,0.0749537215055051,133.25106045423118,1759.0,1,,-65.55531610911441
"(0.0306, 0.0283, 240, 240, 1.0)",0.8378860773515349,1.0575164486667796,0.0746150313586445,132.64894463759052,1159.0,1,,-65.56120127280236
"(0.0481, 0.0113, 160, 180, 1.0)",1.0876471747745105,1.34127802861013,0.0749308766940777,133.21044745613818,3910.0,1,,-65.59250742998866
"(0.0331, 0.0147, 120, 180, 1.0)",1.0845833424381577,0.9181959229691276,0.0758170630876455,134.78588993359165,1094.0,1,,-66.38417868744531
"(0.023, 0.0111, 120, 180, 0.66)",0.9431412847919836,0.9840994996571232,0.0763022947608542,135.64852401929696,1563.0,1,,-66.95742301961735
"(0.0285, 0.0239, 200, 120, 0.33)",0.995188993761374,2.0309401404749026,0.0769952549096455,136.88045317270263,1740.0,1,,-67.52203284749959
"(0.0298, 0.0276, 320, 120, 0.33)",0.8522496827582745,1.2243097090144408,0.0776134118788123,137.97939889566666,1214.0,1,,-68.21506317695386
"(0.0372, 0.0243, 160, 180, 1.0)",1.1085727716210765,1.401316437912628,0.0779239103904893,138.5313962497585,921.0,1,,-68.23504926364866
"(0.0382, 0.0292, 320, 60, 1.0)",0.766738197345726,1.1117312318085646,0.0776685124602599,138.0773554849064,1571.0,1,,-68.34960805756774
"(0.0386, 0.0261, 160, 180, 0.66)",1.0489242470582345,1.5127952892269,0.0781894631109337,139.003489974993,607.0,1,,-68.53101020354919
"(0.0237, 0.0089, 320, 60, 0.66)",0.9902665363085535,1.1847817021183444,0.0783525377953383,139.29340052504605,5784.0,1,,-68.73478626400981
"(0.0261, 0.0129, 240, 60, 0.5)",1.074990038298359,1.1415631626789298,0.0786307412596756,139.7879844616455,1453.0,1,,-68.89763293378407
"(0.0272, 0.0053, 320, 180, 0.5)",1.411747934488966,4.665437919093691,0.0792611990997327,140.90879839952413,1089.0,1,,-69.12191246437283
"(0.0272, 0.0078, 320, 180, 1.0)",1.1631544758866166,1.2538901053643223,0.0792309489855998,140.85502041884357,1486.0,1,,-69.34358668252077
"(0.0409, 0.016, 240, 120, 1.0)",1.372515018018572,3.258325231954446,0.0800290771636357,142.27391495757468,2091.0,1,,-69.8444715379324
"(0.0279, 0.0154, 120, 180, 0.5)",0.893007007745784,0.8131251386728,0.0798527153047724,141.96038276404042,1043.0,1,,-70.1670370895792
"(0.0333, 0.0229, 240, 180, 1.0)",1.160148915335278,1.0918807559574022,0.0803287431427857,142.8066544760638,692.0,1,,-70.32350706583941
"(0.0395, 0.0167, 120, 180, 0.33)",1.0660719807943186,1.8307964307613336,0.0802634207537602,142.69052578446306,3321.0,1,,-70.35945433219098
"(0.0459, 0.0179, 320, 240, 0.33)",1.1745587972767002,1.3739313718917106,0.0807338509575765,143.52684614680362,4262.0,1,,-70.6695981270827
"(0.0276, 0.0063, 320, 180, 0.66)",1.1753262969377074,1.1687210038024758,0.0809488134154556,143.90900162747587,2670.0,1,,-70.86012333021569
"(0.0319, 0.0171, 120, 120, 0.5)",1.0331417450705775,1.7993758246236784,0.0810335086507348,144.05957093463945,1525.0,1,,-71.07767723089988
"(0.047, 0.0109, 320, 240, 0.66)",1.2162361142408016,3.9998178076037982,0.0819110347348486,145.61961730639786,5755.0,1,,-71.67548357369297
"(0.0242, 0.0065, 160, 180, 0.33)",0.935495745868188,1.0257754396730765,0.081843850903113,145.50017938331314,1763.0,1,,-71.8964377966915
"(0.0383, 0.0295, 240, 240, 1.0)",0.8030312272336954,1.903349689725044,0.0817102898818108,145.26273756766378,2192.0,1,,-71.91004784648
"(0.0343, 0.0127, 240, 240, 1.0)",1.4752664254778085,3.687116247657979,0.0826468589583688,146.92774925932352,636.0,1,,-72.07125506314232
"(0.0291, 0.0185, 160, 60, 1.0)",1.0458961524641222,2.4838221967715635,0.0823648759122328,146.42644606619152,1686.0,1,,-72.24969175654387
"(0.025, 0.007, 200, 60, 1.0)",1.1054996333199196,1.0508280969634585,0.0826015476313294,146.8471957890299,1435.0,1,,-72.40069980882636
"(0.0381, 0.0194, 160, 180, 1.0)",0.9834539197169464,1.2174444172540642,0.0827076508497936,147.03582373296646,3135.0,1,,-72.61716559761608
"(0.0423, 0.0253, 240, 120, 0.66)",0.9416971827215744,0.9023276309059728,0.0829206341073857,147.41446063535255,1818.0,1,,-72.84845376906209
"(0.0403, 0.0249, 160, 120, 0.33)",1.0381865150190477,2.6094136097301415,0.0830640328286577,147.6693916953915,3258.0,1,,-72.87957336550537
"(0.0358, 0.0218, 160, 180, 1.0)",1.048528015488745,1.4273833354291812,0.0839369820142903,149.22130135873772,1168.0,1,,-73.64605964589441
"(0.043, 0.0233, 240, 120, 0.66)",1.195718039697709,2.9573336676165605,0.0843334100525386,149.92606231562388,1654.0,1,,-73.85164652816677
"(0.0481, 0.0095, 200, 120, 1.0)",1.1501371760973231,1.4218648409878736,0.0850565853069773,151.21170721240372,3547.0,1,,-74.54077301541152
"(0.0427, 0.02, 320, 120, 0.33)",1.309328890320177,1.392748175545079,0.086454907995033,153.69761421339362,2652.0,1,,-75.62593312437167
"(0.0279, 0.0281, 240, 240, 0.33)",0.9663515901189712,1.2003649482955,0.0861125143006195,153.08891431221343,861.0,1,,-75.66421808028836
"(0.0255, 0.0166, 320, 240, 0.66)",0.9016052231837808,1.1472960632564315,0.0865213884806751,153.81580174342142,3303.0,1,,-76.0928170370076
"(0.0297, 0.0079, 160, 60, 0.33)",0.9092730095218552,0.9855147007212904,0.0867865003160057,154.28711167289993,4249.0,1,,-76.32106932724412
"(0.0288, 0.0056, 160, 240, 0.66)",1.1301386606778043,2.4566630057707024,0.0880517126173748,156.53637798644593,755.0,1,,-77.22610204516253
"(0.0202, 0.0113, 160, 240, 0.66)",0.8977934375961129,1.448870352771378,0.0882514225325834,156.89141783570412,980.0,1,,-77.63616690278853
"(0.042, 0.0053, 320, 120, 0.66)",1.2861904511820426,1.4560199092872124,0.0898022482769858,159.6484413813077,7106.0,1,,-78.62783248774879
"(0.0344, 0.0124, 160, 120, 0.33)",0.9421030966283952,1.150995278254183,0.0894259688822642,158.9795002351363,4866.0,1,,-78.63707298982202
"(0.0322, 0.0156, 320, 120, 1.0)",0.9415072485358102,2.522924555217495,0.0896431020159618,159.36551469504275,4362.0,1,,-78.83089320100153
"(0.0318, 0.0225, 160, 240, 1.0)",0.9920074979066946,1.1104791412807922,0.0898710149769399,159.77069329233726,531.0,1,,-78.98321016323888
"(0.0309, 0.0218, 320, 60, 1.0)",0.9393289424470516,2.4733762804216717,0.0899244010515436,159.865601869411,2966.0,1,,-79.08339639330998
"(0.0354, 0.0186, 240, 180, 0.5)",1.3724234646824132,3.0326375898162516,0.0910809116090243,161.92162063826544,1015.0,1,,-79.67946776605933
"(0.0255, 0.0291, 200, 240, 0.5)",0.9924871679719396,1.0077159891837946,0.0911603763173564,162.0628912308553,803.0,1,,-80.13011882377307
"(0.0294, 0.0166, 320, 180, 0.33)",1.1298584648575187,1.4605911386981156,0.092105228300494,163.74262808976644,650.0,1,,-80.8335608083262
"(0.0388, 0.0233, 160, 240, 0.5)",1.100189420741574,1.4844157714777488,0.092335011591339,164.15113171793666,1461.0,1,,-81.06771144981809
"(0.0385, 0.0155, 160, 120, 1.0)",1.0782780817968856,1.430026902195813,0.0923804469974535,164.2319057732492,2411.0,1,,-81.13005525182517
"(0.0405, 0.0275, 200, 240, 0.33)",1.015734733073427,1.2592118399277643,0.0928037604768185,164.98446306989996,1489.0,1,,-81.56930056235338
"(0.0251, 0.0125, 240, 180, 0.5)",1.2150157239173969,2.400745193355305,0.0933253811333165,165.911788681452,1592.0,1,,-81.83420399794193
"(0.0151, 0.0086, 120, 240, 0.66)",0.853683928933195,1.313441715511602,0.0929556771663359,165.25453718459735,472.0,1,,-81.86654034053181
"(0.0257, 0.0219, 320, 120, 0.66)",0.8047218754481281,1.147043911502794,0.0932543457383664,165.78550353487384,3164.0,1,,-82.18128423772716
"(0.0221, 0.027, 160, 240, 0.33)",0.999880599496208,1.095531989126422,0.0935193499451581,166.25662212472565,658.0,1,,-82.22194981281177
"(0.0299, 0.0151, 320, 120, 0.66)",1.218669823649287,3.483169758170395,0.0938374612426556,166.82215332027627,1486.0,1,,-82.2862442977315
"(0.03, 0.0106, 240, 60, 0.66)",1.2385966136162878,1.056448355434506,0.0939052302440212,166.94263154492634,3810.0,1,,-82.32662438909091
"(0.0243, 0.0054, 240, 240, 0.33)",1.381220968359381,5.11359755410972,0.0941802745181366,167.43159914335365,1044.0,1,,-82.42875887783558
"(0.0411, 0.0265, 200, 180, 0.33)",0.8935256107824732,1.0528751481565837,0.0942746346878106,167.59935055610842,4036.0,1,,-83.00042430195954
"(0.0407, 0.0057, 200, 180, 1.0)",1.137142873267652,0.8151420428381113,0.0947904071330581,168.51627934765912,4094.0,1,,-83.21578720769497
"(0.0384, 0.0281, 240, 180, 1.0)",1.196346842897823,0.994085426233632,0.0949193987002206,168.74559768928168,1067.0,1,,-83.27137140044324
"(0.0401, 0.0102, 160, 120, 0.66)",1.1053511415897936,1.34545410756351,0.0951702057775129,169.19147693780084,4313.0,1,,-83.58555753308814
"(0.0267, 0.0157, 200, 60, 0.33)",1.0077625336947802,1.2744428820159932,0.0952597806950248,169.35072123559843,2278.0,1,,-83.76285786479946
"(0.031, 0.0169, 120, 120, 0.5)",1.0018398489154652,0.9095676951087356,0.096130226782993,170.89818094754375,1029.0,1,,-84.5433808516394
"(0.0205, 0.0064, 320, 240, 0.5)",1.2493390492337846,1.368332785637976,0.0964125379849207,171.4000675287504,765.0,1,,-84.54710725312634
"(0.0339, 0.013, 200, 120, 0.5)",1.2364672609648977,2.897477038455305,0.0967238579398791,171.95352522645302,729.0,1,,-84.83701921020149
"(0.0309, 0.0131, 160, 240, 0.33)",1.0856979845376258,2.325696022530406,0.0967541400353319,172.00736006281218,757.0,1,,-85.0147361869038
